106;85;138;91;b_skiptona;x
107;169;33;172;b_skiptonb;x
108;129;123;89;b_skiptonc;x
109;171;111;87;b_marave;x
110;171;189;192;b_maravea;x
111;87;0;196;b_maraveb;x
112;45;195;193;b_maravec;x
113;3;207;195;b_monzan;x
114;1;42;75;b_monzana;x
115;87;183;191;b_monzanb;x
116;129;57;49;b_monzanc;x
117;1;66;50;b_monzand;x
118;171;60;177;b_chiston;x
119;1;18;205;b_chistona;x
120;129;33;74;b_chistonb;x
121;171;36;202;b_chistonc;x
122;87;15;71;b_warlow;x
123;43;120;88;b_warlowa;x
124;1;195;65;b_warlowb;x
125;255;255;255;;x
126;87;168;61;b_ashbourne;x
127;87;153;186;b_ashbournea;x
128;127;60;49;b_ashbourneb;x
129;169;63;77;b_ashbournec;x
130;3;9;70;b_whiteridge;x
131;45;27;73;b_whiteridgea;x
132;85;24;206;b_whiteridgeb;x
133;45;174;33;b_whiteridgec;x
134;87;162;31;b_whiteridged;x
135;129;3;69;b_lowestoft;x
136;169;63;177;b_lowestofta;x
137;45;12;198;b_lowestoftb;x
138;3;147;185;b_lowestoftc;x
139;3;156;30;b_valesbury;x
140;43;15;198;b_valesburya;x
141;171;168;32;b_valesburyb;x
142;129;165;159;b_valesburyc;x
143;255;73;185;b_swamplum;x
144;255;99;242;b_swampluma;x
145;186;91;255;b_swamplumb;x
146;255;155;56;b_swamplumc;x
147;225;255;119;b_swamplumd;x
148;255;202;130;b_lowerlum;x
149;255;71;181;b_lowerluma;x
150;255;167;142;b_lowerlumb;x
151;255;130;138;b_lowerlumc;x
152;255;167;142;lowerlumd;x
153;24;124;106;b_dorgesh;x
154;109;255;206;b_dorgesha;x
155;150;160;255;b_dorgeshb;x
156;132;218;255;b_dorgeshc;x
157;226;255;102;b_dorgeshd;x
158;87;12;6;b_edgeville;x
159;45;9;133;b_edgevillea;x
160;129;15;134;b_edgevilleb;x
161;127;42;209;b_edgevillec;x
162;127;180;69;b_edgevilled;x
163;93;69;91;b_paterdomus;x
164;177;201;42;b_paterdomusa;x
165;93;195;41;b_paterdomusb;x
166;9;174;165;b_paterdomusc;x
167;9;63;90;b_paterdomusd;x
168;177;186;167;b_silvarea;x
169;50;78;73;b_silvareaa;x
170;51;69;183;b_silvareab;x
171;135;75;184;b_silvarec;x
172;43;9;168;b_tolna;x
173;126;195;94;b_tolnaa;x
174;126;3;154;b_tolnab;x
175;43;90;83;b_tolnac;x
176;168;0;97;b_eastbourne;x
177;85;78;81;b_eastbournea;x
178;129;159;79;b_eastbourneb;x
179;85;69;136;b_eastbournec;x
180;45;204;38;b_paddewwa;x
181;85;177;196;b_paddewwaa;x
182;129;0;4;b_paddewwab;x
183;211;255;35;b_khaa;x
184;163;178;255;b_khaaa;x
185;102;91;255;b_khaab;x
186;216;232;255;b_khaac;x
187;255;73;137;b_khaad;x
188;175;189;72;b_nvar;x
189;93;210;171;b_nvara;x
190;127;96;84;b_nvarab;x
191;129;195;164;b_nvarc;x
192;85;54;211;b_nvard;x
193;171;96;212;b_fangwood;x
194;3;144;220;b_fangwooda;x
195;169;48;47;b_fangwoodb;x
196;171;159;187;b_kelna;x
197;171;177;82;b_kelnaa;x
198;87;171;81;b_kelnab;x
199;171;162;207;b_kelnac;x
200;183;178;255;b_urlum;x
201;183;255;207;b_urluma;x
202;237;140;255;b_urlumb;x
203;219;255;163;b_urlumc;x
204;255;173;150;b_urlumd;x
205;217;216;255;b_urmeg;x
206;178;212;255;b_urmega;x
207;255;33;229;b_urmegb;x
208;179;132;255;b_urmegc;x
209;255;148;91;b_urmegd;x
210;255;165;40;b_uremege;x
211;255;211;241;b_urtaal;x
212;255;242;71;b_urtaala;x
213;255;215;58;b_urtaalb;x
214;197;255;53;b_urtaalc;x
215;255;125;20;b_turgok;x
216;255;214;50;b_turgoka;x
217;255;144;142;b_turgokb;x
218;194;255;191;b_turgokc;x
219;98;255;45;b_urvass;x
220;237;255;81;b_urvassa;x
221;209;255;160;b_urvassb;x
222;154;255;86;b_urval;x
223;255;229;181;b_urvala;x
224;254;255;196;b_urvalb;x
225;255;115;96;b_urvalc;x
226;197;255;81;b_paethsmouth;x
227;160;221;255;b_paethsmoutha;x
228;150;255;130;b_b_paethsmouthb;x
229;163;170;255;b_huthwaite;x
230;174;255;76;b_huthwaitea;x
231;255;67;50;b_huthwaiteb;x
232;165;137;255;b_airedale;x
233;167;255;132;b_airedalea;x
234;255;244;178;b_airedaleb;x
235;255;167;104;b_dornwich;x
236;153;255;175;b_dornwicha;x
237;232;255;86;b_dornwichb;x
238;255;124;68;b_dornwichc;x
239;255;191;17;b_lindow;x
240;255;73;164;b_lindowa;x
241;255;137;143;b_lindowb;x
242;255;199;140;b_lindowc;x
243;200;255;73;b_sanlow;x
244;216;255;196;b_sanlowa;x
245;255;253;191;b_sanlowb;x
246;73;255;221;b_sanlowc;x
247;255;183;251;b_murkwell;x
248;255;131;107;b_murkwella;x
249;255;197;132;b_murkwellb;x
250;196;137;255;b_hamford;x
251;175;255;206;b_hamforda;x
252;255;57;43;b_hamfordb;x
253;255;143;84;b_durgok;x
254;215;96;255;b_durgoka;x
255;255;73;209;b_wizardne;x
256;193;255;153;b_wizardnea;x
257;255;105;50;b_wizardneb;x
258;250;150;150;b_wizardnec;x
259;220;150;255;b_wizardnw;x
260;146;255;73;b_wizardnwa;x
261;255;240;40;b_wizardnwb;x
262;255;132;17;b_wizards;x
263;223;255;135;b_wizardsa;x
264;255;241;183;b_wizardis;x
265;72;105;97;b_wizardisa;x
266;181;255;237;b_wizardsbridge;x
267;183;77;114;b_wtower;x
268;255;99;153;b_wtowera;x
269;255;150;150;b_wtowerb;x
270;8;51;75;b_tutoriaba;x
271;0;135;150;b_tutoriabb;x
272;0;150;25;b_magicac;x
273;42;138;23;b_magic;x
274;176;48;202;b_magica;x
275;126;69;139;b_magicb;x
276;129;156;59;b_northon;x
277;45;168;208;b_northona;x
278;43;69;178;b_northonb;x
279;43;105;213;b_hythe;x
280;3;165;80;b_hythea;x
281;127;150;64;b_hytheb;x
282;127;15;169;b_hythec;x
283;87;201;86;b_windermere;x
284;169;9;197;b_windermerea;x
285;169;195;7;b_windermereb;x
286;1;204;165;b_windermerec;x
287;85;108;86;b_bredon;x
288;3;171;160;b_bredona;x
289;1;24;135;b_bredonb;x
290;85;12;41;b_arkney;x
291;169;18;42;b_arkneya;x
292;1;129;25;b_arkneyb;x
293;129;144;204;b_arkneyc;x
294;3;150;205;b_willsden;x
295;171;147;77;b_willsdena;x
296;129;159;79;b_willsdenb;x
297;43;3;138;b_willsdenc;x
298;135;60;54;b_harlegen;x
299;9;66;55;b_harlegena;x
300;9;51;180;b_harlegenb;x
301;135;45;179;b_march;x
302;93;42;51;b_marcha;x
303;51;39;178;b_marchb;x
304;9;36;50;b_marchc;x
305;3;186;35;b_evar;x
306;45;189;163;b_evara;x
307;177;18;47;b_evarb;x
308;171;183;162;b_evarc;x
309;135;45;179;b_tunstead;x
310;93;57;181;b_tunsteada;x
311;51;24;48;b_tunsteadb;x
312;93;12;46;b_tunsteadc;x
313;127;27;79;b_kilead;x
314;87;177;161;b_kileada;x
315;45;153;78;b_kileadb;x
316;169;3;167;b_kileadc;x
317;43;21;78;b_enlin;x
318;85;93;211;b_elina;x
319;85;84;216;b_enlinb;x
320;42;138;23;b_colkirk;x
321;176;48;202;b_colkirka;x
322;126;69;139;b_colkirkb;x
323;168;27;132;b_tt;x
324;168;72;12;b_tta;x
325;84;66;11;b_ttb;x
326;84;96;16;b_tutnor;x
327;126;84;14;b_tutnora;x
328;42;108;18;b_tutnorb;x
329;84;81;141;b_tutnorc;x
330;42;93;143;b_tutnord;x
331;0;120;20;b_tutnea;x
332;168;117;147;b_tutneb;x
333;126;129;149;b_tutnec;x
334;126;99;144;b_tuthill;x
335;168;102;17;b_tuthilla;x
336;176;33;72;b_tuthillb;x
337;92;42;201;b_tuthillc;x
338;92;27;71;b_tutwest;x
339;42;78;13;b_tutwesta;x
340;0;90;15;b_tutnhill;x
341;84;126;21;b_tutnhilla;x
342;8;36;200;b_tutttt;x
343;42;123;148;b_tutb;x
344;126;144;24;b_tutba;x
345;84;141;151;b_tutbb;x
346;0;150;25;b_tutbccc;x
347;50;39;73;b_tutf;x
348;110;189;124;b_tutbc;x
349;43;204;73;b_dalerya;x
350;171;21;72;b_daleryb;x
351;45;6;168;b_daleryc;x
352;169;15;77;b_pendle;x
353;169;0;202;b_pendlea;x
354;1;3;75;b_pendleb;x
355;3;6;5;b_pendlec;x
356;127;126;89;b_mirstone;x
357;129;45;139;b_mirtsonea;x
358;45;54;13;b_mirstoneb;x
359;169;45;82;b_mirstonec;x
360;171;153;157;b_mirstoned;x
361;171;192;212;b_berxley;x
362;129;189;84;b_berxleya;x
363;87;117;151;b_berxleyb;x
364;45;159;158;b_berxleyc;x
365;87;207;166;b_wvarrock;x
366;45;144;28;b_wvarrocka;x
367;43;51;83;b_b_wvarrockb;x
368;85;9;76;b_wvarrockc;x
369;129;135;154;b_wvarrockd;x
370;37;83;229;b_lumriver;x
371;102;129;212;b_lumrivera;x
372;1;21;170;b_qadeisha;x
373;133;141;64;b_qadeishaa;x
374;7;132;190;b_qadeishab;x
375;175;144;192;b_qadeishac;x
376;7;147;65;b_haihar;x
377;7;162;195;b_haihara;x
378;175;159;67;b_haiharb;x
379;169;141;27;b_haiharc;x
380;169;186;162;b_haihard;x
381;133;96;184;b_citharede;x
382;7;102;185;b_citharedea;x
383;49;171;98;b_citharedeb;x
384;1;198;135;b_citharedec;x
385;85;45;11;b_cithareded;x
386;49;135;63;b_alsisatra;x
387;91;138;191;b_alsisatraa;x
388;91;123;61;b_alsisatrab;x
389;49;120;188;b_alsisatrac;x
390;133;126;189;b_alsisatrad;x
391;133;186;199;b_darayaan;x
392;82;69;185;b_darayaana;x
393;85;135;26;b_darayaanb;x
394;171;69;227;b_darayaanc;x
395;85;60;141;b_darayaand;x
396;83;71;101;b_mosuya;x
397;93;201;26;b_mosuyaa;x
398;135;189;24;b_mosuyab;x
399;177;192;152;b_mosuyabc;x
400;169;180;132;b_mosuyabd;x
401;127;153;29;b_khahidah;x
402;175;114;187;b_khahidaha;x
403;7;117;60;b_khahidahb;x
404;85;63;206;b_khahidahc;x
405;85;15;6;b_sumusna;x
406;49;75;53;b_sumusnaa;x
407;127;21;199;b_sumusnab;x
408;127;66;79;b_sumusnac;x
409;80;150;156;b_sumusnad;x
410;85;150;156;b_lahibar;x
411;169;24;72;b_lahibara;x
412;175;69;52;b_lahibarb;x
413;1;9;5;b_sahayeh;x
414;91;63;51;b_sahayeha;x
415;127;33;9;b_sahayehb;x
416;43;12;133;b_sahayehc;x
417;91;78;181;b_modin;x
418;175;84;182;b_modina;x
419;85;0;131;b_modinb;x
420;127;174;189;b_dimnataq;x
421;43;42;138;b_dimnataqa;x
422;107;0;174;b_dimnataqb;x
423;91;96;21;b_kharid;x
424;49;108;23;b_kharida;x
425;7;105;150;b_kharidb;x
426;85;171;61;b_kharidc;x
427;91;141;156;;x
428;133;99;149;;x
429;175;102;22;;x
430;174;85;144;;x
431;85;174;131;;x
432;116;193;92;;x
433;8;84;45;;x
434;7;90;20;;x
435;175;132;27;;x
436;176;81;172;;x
437;49;93;148;;x
438;86;174;131;;x
439;107;134;174;;x
440;165;147;65;;x
441;134;78;44;;x
442;49;105;58;;x
443;92;18;226;;x
444;54;142;96;;x
445;98;145;214;;x
446;98;196;104;;x
447;139;199;221;;x
448;54;192;220;;x
449;2;152;25;;x
450;54;155;158;;x
451;98;0;196;;x
452;100;92;67;;x
453;139;1;76;;x
454;2;5;77;;x
455;178;3;197;;x
456;139;22;81;;x
457;54;86;211;;x
458;98;74;209;;x
459;98;22;170;;x
460;43;171;3;;x
461;178;65;90;;x
462;139;196;164;;x
463;178;199;34;;x
464;98;185;109;;x
465;2;202;164;;x
466;138;172;195;;x
467;178;5;166;;x
468;139;3;36;;x
469;98;1;165;;x
470;139;189;225;;x
471;98;192;32;;x
472;54;0;35;;x
473;2;7;37;;x
474;141;162;168;;x
475;98;152;104;;x
476;178;192;110;;x
477;177;46;171;;x
478;54;189;163;;x
479;139;172;107;;x
480;54;182;224;;x
481;5;86;66;;x
482;43;183;18;;x
483;1;6;95;;x
484;2;185;31;;x
485;139;116;92;;x
486;98;113;209;;x
487;54;110;91;;x
488;2;162;221;;x
489;178;158;105;;x
490;85;27;226;;x
491;178;182;162;;x
492;2;179;108;;x
493;54;149;220;;x
494;54;9;167;;x
495;169;57;97;;x
496;43;138;138;;x
497;127;144;139;;x
498;171;114;52;;x
499;5;152;37;;x
500;178;25;202;;x
501;85;66;226;;x
502;139;9;229;;x
503;178;175;223;;x
504;56;89;189;;x
505;54;202;75;;x
506;54;165;106;;x
507;1;60;225;;x
508;54;5;228;;x
509;1;15;90;;x
510;139;25;42;;x
511;85;6;216;;x
512;2;123;93;;x
513;178;120;210;;x
514;98;168;222;;x
515;98;11;39;;x
516;255;254;254;;x
517;180;165;40;;x
518;139;155;221;;x
519;139;179;30;;x
520;178;11;115;;x
521;2;145;103;;x
522;2;13;230;;x
523;177;171;37;;x
524;139;11;199;;x
525;2;189;103;;x
526;54;126;211;;x
527;2;196;226;;x
528;139;149;97;;x
529;45;168;153;;x
530;1;180;145;;x
531;98;7;114;;x
532;178;22;232;;x
533;43;3;88;;x
534;98;129;94;;x
535;98;175;161;;x
536;139;13;168;;x
537;56;155;167;;x
538;54;199;111;;x
539;179;35;4;;x
540;43;24;98;;x
541;139;139;102;;x
542;139;0;112;;x
543;2;3;113;;x
544;54;172;29;;x
545;98;18;231;;x
546;2;9;108;;x
547;98;3;222;;x
548;98;136;218;;x
549;2;54;88;;x
550;169;162;187;;x
551;178;15;40;;x
552;54;132;101;;x
553;43;132;153;;x
554;98;202;227;;x
555;178;142;219;;x
556;169;36;137;;x
557;139;20;117;;x
558;2;168;160;;x
559;139;123;216;;x
560;240;233;229;;x
561;54;1;106;;x
562;139;132;212;;x
563;54;15;116;;x
564;178;1;227;;x
565;2;83;93;;x
566;178;7;223;;x
567;2;18;169;;x
568;2;129;217;;x
569;178;80;210;;x
570;178;136;95;;x
571;139;5;107;;x
572;2;113;98;;x
573;178;51;206;;x
574;169;3;222;;x
575;100;158;39;;x
576;2;0;221;;x
577;139;162;159;;x
578;178;126;100;;x
579;178;110;215;;x
580;54;101;96;;x
581;54;116;215;;x
582;57;143;183;;x
583;139;77;92;;x
584;7;30;10;;x
585;178;165;27;;x
586;98;89;94;;x
587;139;48;87;;x
588;178;95;95;;x
589;2;139;213;;x
590;178;202;105;;x
591;98;104;214;;x
592;98;120;99;;x
593;169;12;217;;x
594;127;9;89;;x
595;2;98;213;;x
596;54;20;41;;x
597;98;158;26;;x
598;87;171;26;;x
599;139;107;97;;x
600;139;92;212;;x
601;1;0;215;;x
602;169;96;202;;x
603;54;71;91;;x
604;1;99;75;;x
605;169;177;17;;x
606;43;117;78;;x
607;127;174;144;;x
608;127;93;74;;x
609;169;111;77;;x
610;1;114;205;;x
611;169;210;87;;x
612;169;66;197;;x
613;85;171;16;;x
614;85;120;206;;x
615;127;63;69;;x
616;43;87;73;;x
617;85;90;201;;x
618;43;201;213;;x
619;1;165;15;;x
620;43;168;143;;x
621;85;0;186;;x
622;127;207;214;;x
623;85;60;196;;x
624;1;84;200;;x
625;43;57;68;;x
626;251;249;248;;x
627;43;102;203;;x
628;87;108;51;;x
629;127;33;64;;x
630;169;81;72;;x
631;169;36;192;;x
632;175;27;137;;x
633;85;159;206;;x
634;3;102;50;;x
635;45;105;178;;x
636;43;210;58;;x
637;85;75;71;;x
638;1;198;85;;x
639;127;162;79;;x
640;49;33;138;;x
641;133;24;9;;x
642;91;21;136;;x
643;169;204;2;;x
644;127;78;199;;x
645;85;30;191;;x
646;1;54;195;;x
647;169;195;212;;x
648;169;162;142;;x
649;49;18;8;;x
650;127;48;194;;x
651;134;21;99;;x
652;254;254;254;;x
653;252;253;253;;x
654;249;251;250;;x
655;246;249;248;;x
656;244;248;246;;x
657;243;247;245;;x
658;253;254;253;;x
659;233;240;236;;x
660;127;201;184;;x
661;250;252;251;;x
662;168;162;27;;x
663;169;51;67;;x
664;169;165;207;;x
665;1;39;65;;x
666;43;135;173;;x
667;176;24;227;;x
668;128;45;129;;x
669;83;71;100;;x
670;127;192;84;;x
671;43;42;193;;x
672;85;45;66;;x
673;127;159;14;;x
674;178;27;171;;x
675;98;20;201;;x
676;85;189;211;;x
677;54;7;198;;x
678;85;123;171;;x
679;178;149;157;;x
680;178;196;74;;x
681;139;35;203;;x
682;139;95;182;;x
683;1;168;80;;x
684;43;186;83;;x
685;139;192;195;;x
686;98;9;78;;x
687;2;30;43;;x
688;178;185;219;;x
689;2;27;82;;x
690;178;152;215;;x
691;140;32;145;;x
692;54;32;172;;x
693;2;86;55;;x
694;139;182;102;;x
695;54;120;185;;x
696;98;35;45;;x
697;2;199;196;;x
698;43;27;63;;x
699;178;83;180;;x
700;139;145;23;;x
701;98;189;73;;x
702;178;13;79;;x
703;178;38;84;;x
704;98;32;83;;x
705;98;92;56;;x
706;2;101;182;;x
707;98;179;218;;x
708;98;77;179;;x
709;139;80;54;;x
710;98;107;183;;x
711;2;155;98;;x
712;54;175;101;;x
713;54;18;80;;x
714;2;172;217;;x
715;2;15;200;;x
716;139;38;173;;x
717;178;168;100;;x
718;1;183;210;;x
719;169;180;82;;x
720;54;89;181;;x
721;169;21;62;;x
722;1;24;190;;x
723;178;40;46;;x
724;1;117;170;;x
725;2;71;178;;x
726;2;132;187;;x
727;1;162;50;;x
728;54;104;59;;x
729;178;129;63;;x
730;85;168;51;;x
731;169;159;177;;x
732;43;120;43;;x
733;54;136;64;;x
734;178;145;189;;x
735;98;142;156;;x
736;85;156;141;;x
737;127;156;49;;x
738;43;165;178;;x
739;1;132;45;;x
740;85;174;81;;x
741;127;126;44;;x
742;127;177;209;;x
743;169;189;182;;x
744;129;111;179;;x
745;43;171;208;;x
746;127;171;179;;x
747;139;142;65;;x
748;127;81;164;;x
749;43;18;218;;x
750;1;75;0;;x
751;43;153;13;;x
752;85;183;181;;x
753;45;78;138;;x
754;43;108;133;;x
755;1;192;55;;x
756;1;105;5;;x
757;127;129;9;;x
758;127;114;134;;x
759;43;195;183;;x
760;168;21;157;;x
761;98;139;188;;x
762;98;155;67;;x
763;98;162;99;;x
764;2;116;61;;x
765;85;21;91;;x
766;54;152;189;;x
767;178;98;57;;x
768;98;48;174;;x
769;178;68;52;;x
770;1;135;10;;x
771;54;74;53;;x
772;169;147;12;;x
773;139;110;60;;x
774;169;27;92;;x
775;43;123;8;;x
776;127;24;219;;x
777;169;132;137;;x
778;139;165;216;;x
779;1;150;140;;x
780;178;179;193;;x
781;141;95;190;;x
782;139;51;48;;x
783;2;43;173;;x
784;43;48;223;;x
785;2;182;72;;x
786;2;165;191;;x
787;139;175;71;;x
788;139;158;190;;x
789;54;59;176;;x
790;139;65;177;;x
791;56;104;70;;x
792;85;141;11;;x
793;2;57;49;;x
794;1;30;220;;x
795;54;158;215;;x
796;43;33;93;;x
797;178;113;184;;x
798;54;139;22;;x
799;2;59;0;;x
800;178;54;175;;x
801;56;62;154;;x
802;5;101;191;;x
803;54;46;47;;x
804;2;89;10;;x
805;98;62;51;;x
806;139;113;16;;x
807;54;185;194;;x
808;54;92;149;;x
809;54;11;224;;x
810;178;57;232;;x
811;54;168;70;;x
812;139;98;150;;x
813;99;83;165;;x
814;178;18;110;;x
815;178;116;153;;x
816;178;86;148;;x
817;4;18;10;;x
818;2;120;18;;x
819;98;80;147;;x
820;99;43;147;;x
821;178;132;20;;x
822;98;13;109;;x
823;54;107;15;;x
824;54;77;6;;x
825;4;38;146;;x
826;2;136;155;;x
827;139;83;8;;x
828;139;15;225;;x
829;180;98;69;;x
830;140;46;8;;x
831;55;40;6;;x
832;179;15;148;;x
833;54;35;228;;x
834;55;20;149;;x
835;98;38;114;;x
836;98;95;12;;x
837;98;126;19;;x
838;178;71;4;;x
839;2;20;226;;x
840;99;22;12;;x
841;179;48;148;;x
842;99;11;147;;x
843;2;74;146;;x
844;4;51;10;;x
845;179;27;13;;x
846;55;54;149;;x
847;139;129;154;;x
848;99;57;12;;x
849;140;179;229;;x
850;99;1;2;;x
851;0;9;155;;x
852;140;13;8;;x
853;4;7;146;;x
854;176;84;137;;x
855;140;15;87;;x
856;43;126;73;;x
857;85;129;201;;x
858;169;192;147;;x
859;1;195;20;;x
860;43;198;148;;x
861;43;9;223;;x
862;127;15;224;;x
863;169;135;202;;x
864;1;138;75;;x
865;127;132;74;;x
866;129;174;154;;x
867;171;177;27;;x
868;169;18;97;;x
869;43;141;203;;x
870;127;189;19;;x
871;85;12;96;;x
872;85;144;76;;x
873;85;186;146;;x
